date,IssueComment
2015-11-09,158.0
2015-11-10,228.0
2015-11-11,192.0
2015-11-12,109.0
2015-11-13,139.0
2015-11-14,43.0
2015-11-15,57.0
2015-11-16,34.0
2015-11-17,47.0
2015-11-18,48.0
2015-11-19,53.0
2015-11-20,32.0
2015-11-21,11.0
2015-11-22,18.0
2015-11-23,33.0
2015-11-24,62.0
2015-11-25,38.0
2015-11-26,27.0
2015-11-27,27.0
2015-11-28,12.0
2015-11-29,13.0
2015-11-30,24.0
2015-12-01,52.0
2015-12-02,47.0
2015-12-03,41.0
2015-12-04,31.0
2015-12-05,27.0
2015-12-06,27.0
2015-12-07,77.0
2015-12-08,83.0
2015-12-09,62.0
2015-12-10,88.0
2015-12-11,54.0
2015-12-12,24.0
2015-12-13,42.0
2015-12-14,39.0
2015-12-15,66.0
2015-12-16,45.0
2015-12-17,35.0
2015-12-18,55.0
2015-12-19,42.0
2015-12-20,49.0
2015-12-21,48.0
2015-12-22,19.0
2015-12-23,71.0
2015-12-24,21.0
2015-12-25,23.0
2015-12-26,20.0
2015-12-27,22.0
2015-12-28,44.0
2015-12-29,39.0
2015-12-30,21.0
2015-12-31,29.0
2016-01-01,7.0
2016-01-02,10.0
2016-01-03,13.0
2016-01-04,58.0
2016-01-05,66.0
2016-01-06,60.0
2016-01-07,63.0
2016-01-08,54.0
2016-01-09,35.0
2016-01-10,18.0
2016-01-11,58.0
2016-01-12,56.0
2016-01-13,60.0
2016-01-14,92.0
2016-01-15,64.0
2016-01-16,34.0
2016-01-17,24.0
2016-01-18,29.0
2016-01-19,87.0
2016-01-20,78.0
2016-01-21,80.0
2016-01-22,49.0
2016-01-23,68.0
2016-01-24,52.0
2016-01-25,78.0
2016-01-26,111.0
2016-01-27,65.0
2016-01-28,54.0
2016-01-29,56.0
2016-01-30,49.0
2016-01-31,19.0
2016-02-01,38.0
2016-02-02,76.0
2016-02-03,60.0
2016-02-04,100.0
2016-02-05,59.0
2016-02-06,25.0
2016-02-07,35.0
2016-02-08,34.0
2016-02-09,54.0
2016-02-10,66.0
2016-02-11,86.0
2016-02-12,46.0
2016-02-13,67.0
2016-02-14,52.0
2016-02-15,40.0
2016-02-16,125.0
2016-02-17,109.0
2016-02-18,128.0
2016-02-19,125.0
2016-02-20,42.0
2016-02-21,48.0
2016-02-22,84.0
2016-02-23,77.0
2016-02-24,60.0
2016-02-25,83.0
2016-02-26,67.0
2016-02-27,33.0
2016-02-28,33.0
2016-02-29,50.0
2016-03-01,96.0
2016-03-02,80.0
2016-03-03,84.0
2016-03-04,60.0
2016-03-05,21.0
2016-03-06,25.0
2016-03-07,87.0
2016-03-08,193.0
2016-03-09,77.0
2016-03-10,77.0
2016-03-11,86.0
2016-03-12,39.0
2016-03-13,50.0
2016-03-14,101.0
2016-03-15,122.0
2016-03-16,88.0
2016-03-17,94.0
2016-03-18,107.0
2016-03-19,30.0
2016-03-20,22.0
2016-03-21,58.0
2016-03-22,63.0
2016-03-23,101.0
2016-03-24,126.0
2016-03-25,82.0
2016-03-26,56.0
2016-03-27,24.0
2016-03-28,69.0
2016-03-29,79.0
2016-03-30,54.0
2016-03-31,50.0
2016-04-01,45.0
2016-04-02,43.0
2016-04-03,15.0
2016-04-04,58.0
2016-04-05,42.0
2016-04-06,76.0
2016-04-07,74.0
2016-04-08,80.0
2016-04-09,38.0
2016-04-10,20.0
2016-04-11,62.0
2016-04-12,71.0
2016-04-13,80.0
2016-04-14,107.0
2016-04-15,120.0
2016-04-16,53.0
2016-04-17,60.0
2016-04-18,81.0
2016-04-19,99.0
2016-04-20,91.0
2016-04-21,54.0
2016-04-22,89.0
2016-04-23,32.0
2016-04-24,31.0
2016-04-25,83.0
2016-04-26,92.0
2016-04-27,90.0
2016-04-28,110.0
2016-04-29,78.0
2016-04-30,50.0
2016-05-01,39.0
2016-05-02,59.0
2016-05-03,71.0
2016-05-04,61.0
2016-05-05,84.0
2016-05-06,72.0
2016-05-07,30.0
2016-05-08,41.0
2016-05-09,101.0
2016-05-10,74.0
2016-05-11,57.0
2016-05-12,137.0
2016-05-13,94.0
2016-05-14,31.0
2016-05-15,18.0
2016-05-16,101.0
2016-05-17,115.0
2016-05-18,104.0
2016-05-19,115.0
2016-05-20,40.0
2016-05-21,38.0
2016-05-22,34.0
2016-05-23,95.0
2016-05-24,121.0
2016-05-25,78.0
2016-05-26,71.0
2016-05-27,76.0
2016-05-28,45.0
2016-05-29,39.0
2016-05-30,46.0
2016-05-31,47.0
2016-06-01,88.0
2016-06-02,108.0
2016-06-03,97.0
2016-06-04,39.0
2016-06-05,55.0
2016-06-06,254.0
2016-06-07,273.0
2016-06-08,263.0
2016-06-09,187.0
2016-06-10,164.0
2016-06-11,81.0
2016-06-12,25.0
2016-06-13,132.0
2016-06-14,116.0
2016-06-15,124.0
2016-06-16,80.0
2016-06-17,97.0
2016-06-18,29.0
2016-06-19,22.0
2016-06-20,113.0
2016-06-21,111.0
2016-06-22,62.0
2016-06-23,69.0
2016-06-24,63.0
2016-06-25,42.0
2016-06-26,18.0
2016-06-27,95.0
2016-06-28,142.0
2016-06-29,104.0
2016-06-30,144.0
2016-07-01,78.0
2016-07-02,21.0
2016-07-03,36.0
2016-07-04,25.0
2016-07-05,24.0
2016-07-06,62.0
2016-07-07,99.0
2016-07-08,108.0
2016-07-09,79.0
2016-07-10,36.0
2016-07-11,109.0
2016-07-12,89.0
2016-07-13,142.0
2016-07-14,87.0
2016-07-15,99.0
2016-07-16,36.0
2016-07-17,23.0
2016-07-18,104.0
2016-07-19,137.0
2016-07-20,147.0
2016-07-21,101.0
2016-07-22,97.0
2016-07-23,28.0
2016-07-24,18.0
2016-07-25,100.0
2016-07-26,120.0
2016-07-27,123.0
2016-07-28,123.0
2016-07-29,96.0
2016-07-30,27.0
2016-07-31,25.0
2016-08-01,69.0
2016-08-02,91.0
2016-08-03,86.0
2016-08-04,79.0
2016-08-05,111.0
2016-08-06,31.0
2016-08-07,20.0
2016-08-08,154.0
2016-08-09,91.0
2016-08-10,135.0
2016-08-11,102.0
2016-08-12,110.0
2016-08-13,57.0
2016-08-14,68.0
2016-08-15,197.0
2016-08-16,186.0
2016-08-17,118.0
2016-08-18,97.0
2016-08-19,99.0
2016-08-20,35.0
2016-08-21,33.0
2016-08-22,152.0
2016-08-23,157.0
2016-08-24,147.0
2016-08-25,95.0
2016-08-26,128.0
