date,openIssue
2015-11-18,63.0
2015-11-19,159.0
2015-11-20,76.0
2015-11-21,37.0
2015-11-22,28.0
2015-11-23,44.0
2015-11-24,74.0
2015-11-25,74.0
2015-11-26,46.0
2015-11-27,33.0
2015-11-28,15.0
2015-11-29,20.0
2015-11-30,33.0
2015-12-01,44.0
2015-12-02,53.0
2015-12-03,43.0
2015-12-04,37.0
2015-12-05,11.0
2015-12-06,8.0
2015-12-07,29.0
2015-12-08,20.0
2015-12-09,37.0
2015-12-10,25.0
2015-12-11,30.0
2015-12-12,9.0
2015-12-13,7.0
2015-12-14,79.0
2015-12-15,49.0
2015-12-16,36.0
2015-12-17,33.0
2015-12-18,26.0
2015-12-19,31.0
2015-12-20,17.0
2015-12-21,46.0
2015-12-22,33.0
2015-12-23,24.0
2015-12-24,21.0
2015-12-25,8.0
2015-12-26,11.0
2015-12-27,6.0
2015-12-28,9.0
2015-12-29,20.0
2015-12-30,15.0
2015-12-31,9.0
2016-01-01,6.0
2016-01-02,13.0
2016-01-03,9.0
2016-01-04,20.0
2016-01-05,25.0
2016-01-06,35.0
2016-01-07,19.0
2016-01-08,31.0
2016-01-09,7.0
2016-01-10,15.0
2016-01-11,23.0
2016-01-12,28.0
2016-01-13,28.0
2016-01-14,35.0
2016-01-15,15.0
2016-01-16,10.0
2016-01-17,8.0
2016-01-18,19.0
2016-01-19,20.0
2016-01-20,17.0
2016-01-21,24.0
2016-01-22,26.0
2016-01-23,10.0
2016-01-24,5.0
2016-01-25,48.0
2016-01-26,140.0
2016-01-27,71.0
2016-01-28,41.0
2016-01-29,39.0
2016-01-30,15.0
2016-01-31,18.0
2016-02-01,29.0
2016-02-02,26.0
2016-02-03,33.0
2016-02-04,35.0
2016-02-05,22.0
2016-02-06,18.0
2016-02-07,10.0
2016-02-08,23.0
2016-02-09,65.0
2016-02-10,38.0
2016-02-11,36.0
2016-02-12,37.0
2016-02-13,12.0
2016-02-14,12.0
2016-02-15,19.0
2016-02-16,28.0
2016-02-17,28.0
2016-02-18,39.0
2016-02-19,38.0
2016-02-20,15.0
2016-02-21,16.0
2016-02-22,43.0
2016-02-23,115.0
2016-02-24,54.0
2016-02-25,43.0
2016-02-26,38.0
2016-02-27,10.0
2016-02-28,9.0
2016-02-29,29.0
2016-03-01,34.0
2016-03-02,43.0
2016-03-03,42.0
2016-03-04,33.0
2016-03-05,12.0
2016-03-06,10.0
2016-03-07,34.0
2016-03-08,94.0
2016-03-09,50.0
2016-03-10,39.0
2016-03-11,66.0
2016-03-12,22.0
2016-03-13,21.0
2016-03-14,118.0
2016-03-15,70.0
2016-03-16,53.0
2016-03-17,51.0
2016-03-18,46.0
2016-03-19,14.0
2016-03-20,21.0
2016-03-21,47.0
2016-03-22,54.0
2016-03-23,35.0
2016-03-24,29.0
2016-03-25,24.0
2016-03-26,8.0
2016-03-27,7.0
2016-03-28,22.0
2016-03-29,53.0
2016-03-30,23.0
2016-03-31,30.0
2016-04-01,30.0
2016-04-02,10.0
2016-04-03,8.0
2016-04-04,39.0
2016-04-05,55.0
2016-04-06,68.0
2016-04-07,24.0
2016-04-08,24.0
2016-04-09,5.0
2016-04-10,13.0
2016-04-11,39.0
2016-04-12,28.0
2016-04-13,28.0
2016-04-14,47.0
2016-04-15,78.0
2016-04-16,28.0
2016-04-17,18.0
2016-04-18,37.0
2016-04-19,50.0
2016-04-20,62.0
2016-04-21,46.0
2016-04-22,46.0
2016-04-23,24.0
2016-04-24,17.0
2016-04-25,56.0
2016-04-26,85.0
2016-04-27,50.0
2016-04-28,42.0
2016-04-29,37.0
2016-04-30,15.0
2016-05-01,6.0
2016-05-02,19.0
2016-05-03,28.0
2016-05-04,33.0
2016-05-05,32.0
2016-05-06,31.0
2016-05-07,11.0
2016-05-08,11.0
2016-05-09,20.0
2016-05-10,45.0
2016-05-11,32.0
2016-05-12,31.0
2016-05-13,28.0
2016-05-14,12.0
2016-05-15,8.0
2016-05-16,20.0
2016-05-17,40.0
2016-05-18,55.0
2016-05-19,54.0
2016-05-20,33.0
2016-05-21,21.0
2016-05-22,20.0
2016-05-23,54.0
2016-05-24,149.0
2016-05-25,48.0
2016-05-26,45.0
2016-05-27,34.0
2016-05-28,11.0
2016-05-29,16.0
2016-05-30,14.0
2016-05-31,50.0
2016-06-01,26.0
2016-06-02,47.0
2016-06-03,39.0
2016-06-04,18.0
2016-06-05,9.0
2016-06-06,44.0
2016-06-07,85.0
2016-06-08,67.0
2016-06-09,63.0
2016-06-10,40.0
2016-06-11,16.0
2016-06-12,19.0
2016-06-13,38.0
2016-06-14,47.0
2016-06-15,61.0
2016-06-16,48.0
2016-06-17,39.0
2016-06-18,20.0
2016-06-19,14.0
2016-06-20,29.0
2016-06-21,29.0
2016-06-22,82.0
2016-06-23,45.0
2016-06-24,51.0
2016-06-25,16.0
2016-06-26,17.0
2016-06-27,61.0
2016-06-28,230.0
2016-06-29,79.0
2016-06-30,40.0
2016-07-01,61.0
2016-07-02,24.0
2016-07-03,17.0
2016-07-04,40.0
2016-07-05,34.0
2016-07-06,40.0
2016-07-07,36.0
2016-07-08,110.0
2016-07-09,30.0
2016-07-10,24.0
2016-07-11,63.0
2016-07-12,53.0
2016-07-13,78.0
2016-07-14,56.0
2016-07-15,61.0
2016-07-16,20.0
2016-07-17,23.0
2016-07-18,39.0
2016-07-19,40.0
2016-07-20,43.0
2016-07-21,45.0
2016-07-22,38.0
2016-07-23,14.0
2016-07-24,14.0
2016-07-25,51.0
2016-07-26,92.0
2016-07-27,51.0
2016-07-28,51.0
2016-07-29,32.0
2016-07-30,23.0
2016-07-31,12.0
2016-08-01,28.0
2016-08-02,24.0
2016-08-03,47.0
2016-08-04,48.0
2016-08-05,69.0
2016-08-06,25.0
2016-08-07,25.0
2016-08-08,39.0
2016-08-09,43.0
2016-08-10,44.0
2016-08-11,35.0
2016-08-12,36.0
2016-08-13,16.0
2016-08-14,15.0
2016-08-15,37.0
2016-08-16,31.0
2016-08-17,40.0
2016-08-18,38.0
2016-08-19,43.0
2016-08-20,24.0
2016-08-21,12.0
2016-08-22,43.0
2016-08-23,50.0
2016-08-24,57.0
2016-08-25,55.0
2016-08-26,51.0
2016-08-27,19.0
2016-08-28,12.0
2016-08-29,68.0
2016-08-30,112.0
2016-08-31,86.0
2016-09-01,60.0
2016-09-02,57.0
2016-09-03,19.0
2016-09-04,21.0
2016-09-05,28.0
2016-09-06,48.0
2016-09-07,44.0
2016-09-08,68.0
2016-09-09,72.0
2016-09-10,28.0
2016-09-11,16.0
2016-09-12,61.0
2016-09-13,71.0
2016-09-14,51.0
2016-09-15,57.0
2016-09-16,59.0
2016-09-17,30.0
2016-09-18,30.0
2016-09-19,50.0
2016-09-20,47.0
2016-09-21,64.0
2016-09-22,70.0
2016-09-23,54.0
2016-09-24,15.0
2016-09-25,21.0
2016-09-26,104.0
2016-09-27,141.0
2016-09-28,113.0
2016-09-29,91.0
2016-09-30,50.0
2016-10-01,20.0
2016-10-02,12.0
2016-10-03,39.0
2016-10-04,42.0
2016-10-05,39.0
2016-10-06,46.0
2016-10-07,47.0
2016-10-08,16.0
2016-10-09,13.0
2016-10-10,45.0
2016-10-11,94.0
2016-10-12,81.0
2016-10-13,69.0
2016-10-14,73.0
2016-10-15,22.0
2016-10-16,20.0
2016-10-17,69.0
2016-10-18,56.0
2016-10-19,55.0
2016-10-20,88.0
2016-10-21,60.0
2016-10-22,18.0
2016-10-23,24.0
2016-10-24,95.0
2016-10-25,159.0
2016-10-26,65.0
2016-10-27,65.0
2016-10-28,49.0
2016-10-29,22.0
2016-10-30,18.0
2016-10-31,52.0
2016-11-01,42.0
2016-11-02,58.0
2016-11-03,51.0
2016-11-04,70.0
2016-11-05,32.0
2016-11-06,26.0
2016-11-07,60.0
2016-11-08,76.0
2016-11-09,49.0
2016-11-10,45.0
2016-11-11,67.0
2016-11-12,21.0
2016-11-13,22.0
2016-11-14,47.0
2016-11-15,55.0
2016-11-16,44.0
2016-11-17,76.0
2016-11-18,55.0
2016-11-19,23.0
2016-11-20,17.0
2016-11-21,51.0
2016-11-22,77.0
2016-11-23,55.0
2016-11-24,49.0
2016-11-25,34.0
2016-11-26,19.0
2016-11-27,20.0
2016-11-28,57.0
2016-11-29,45.0
2016-11-30,49.0
2016-12-01,44.0
2016-12-02,58.0
2016-12-03,25.0
2016-12-04,23.0
2016-12-05,78.0
2016-12-06,218.0
2016-12-07,85.0
2016-12-08,77.0
2016-12-09,49.0
2016-12-10,19.0
2016-12-11,23.0
2016-12-12,38.0
2016-12-13,43.0
2016-12-14,64.0
2016-12-15,144.0
2016-12-16,69.0
2016-12-17,35.0
2016-12-18,17.0
2016-12-19,66.0
2016-12-20,54.0
2016-12-21,69.0
2016-12-22,41.0
2016-12-23,31.0
2016-12-24,18.0
2016-12-25,16.0
2016-12-26,12.0
2016-12-27,24.0
2016-12-28,22.0
2016-12-29,28.0
2016-12-30,33.0
2016-12-31,21.0
2017-01-01,23.0
2017-01-02,15.0
2017-01-03,44.0
2017-01-04,61.0
2017-01-05,58.0
2017-01-06,38.0
2017-01-07,19.0
2017-01-08,20.0
2017-01-09,55.0
2017-01-10,33.0
2017-01-11,41.0
2017-01-12,46.0
2017-01-13,46.0
2017-01-14,20.0
2017-01-15,24.0
2017-01-16,38.0
2017-01-17,66.0
2017-01-18,58.0
2017-01-19,51.0
2017-01-20,130.0
2017-01-21,27.0
2017-01-22,15.0
2017-01-23,86.0
2017-01-24,201.0
2017-01-25,85.0
2017-01-26,57.0
2017-01-27,64.0
2017-01-28,15.0
2017-01-29,9.0
2017-01-30,30.0
2017-01-31,46.0
2017-02-01,39.0
2017-02-02,62.0
2017-02-03,114.0
2017-02-04,55.0
2017-02-05,41.0
2017-02-06,89.0
2017-02-07,60.0
2017-02-08,80.0
2017-02-09,117.0
2017-02-10,93.0
2017-02-11,26.0
2017-02-12,28.0
2017-02-13,53.0
2017-02-14,49.0
2017-02-15,49.0
2017-02-16,89.0
2017-02-17,61.0
2017-02-18,30.0
2017-02-19,27.0
2017-02-20,63.0
2017-02-21,48.0
2017-02-22,202.0
2017-02-23,84.0
2017-02-24,71.0
2017-02-25,23.0
2017-02-26,30.0
2017-02-27,64.0
2017-02-28,47.0
2017-03-01,85.0
2017-03-02,158.0
2017-03-03,102.0
2017-03-04,35.0
2017-03-05,39.0
2017-03-06,74.0
2017-03-07,66.0
2017-03-08,70.0
2017-03-09,78.0
2017-03-10,82.0
2017-03-11,29.0
2017-03-12,31.0
2017-03-13,63.0
2017-03-14,61.0
2017-03-15,67.0
2017-03-16,53.0
2017-03-17,44.0
2017-03-18,24.0
2017-03-19,22.0
2017-03-20,49.0
2017-03-21,52.0
2017-03-22,78.0
2017-03-23,59.0
2017-03-24,61.0
2017-03-25,27.0
2017-03-26,22.0
2017-03-27,68.0
2017-03-28,187.0
2017-03-29,115.0
2017-03-30,73.0
2017-03-31,63.0
2017-04-01,30.0
2017-04-02,21.0
2017-04-03,35.0
2017-04-04,25.0
2017-04-05,56.0
2017-04-06,183.0
2017-04-07,130.0
2017-04-08,47.0
2017-04-09,44.0
2017-04-10,84.0
2017-04-11,73.0
2017-04-12,81.0
2017-04-13,82.0
2017-04-14,73.0
2017-04-15,31.0
2017-04-16,29.0
2017-04-17,44.0
2017-04-18,50.0
2017-04-19,61.0
2017-04-20,52.0
2017-04-21,61.0
2017-04-22,30.0
2017-04-23,14.0
2017-04-24,38.0
2017-04-25,89.0
2017-04-26,135.0
2017-04-27,82.0
2017-04-28,66.0
2017-04-29,27.0
2017-04-30,25.0
2017-05-01,36.0
2017-05-02,45.0
2017-05-03,53.0
2017-05-04,84.0
2017-05-05,126.0
2017-05-06,40.0
2017-05-07,34.0
2017-05-08,75.0
2017-05-09,83.0
2017-05-10,72.0
2017-05-11,76.0
2017-05-12,75.0
2017-05-13,29.0
2017-05-14,18.0
2017-05-15,67.0
2017-05-16,76.0
2017-05-17,58.0
2017-05-18,46.0
2017-05-19,72.0
2017-05-20,28.0
2017-05-21,36.0
2017-05-22,55.0
2017-05-23,57.0
2017-05-24,46.0
2017-05-25,77.0
2017-05-26,43.0
2017-05-27,25.0
2017-05-28,24.0
2017-05-29,66.0
2017-05-30,193.0
2017-05-31,114.0
2017-06-01,88.0
2017-06-02,71.0
2017-06-03,24.0
2017-06-04,20.0
2017-06-05,62.0
2017-06-06,69.0
2017-06-07,55.0
2017-06-08,46.0
2017-06-09,127.0
2017-06-10,39.0
2017-06-11,35.0
2017-06-12,89.0
2017-06-13,95.0
2017-06-14,80.0
2017-06-15,83.0
2017-06-16,61.0
2017-06-17,31.0
2017-06-18,24.0
2017-06-19,78.0
2017-06-20,80.0
2017-06-21,68.0
2017-06-22,59.0
2017-06-23,70.0
2017-06-24,24.0
2017-06-25,20.0
2017-06-26,92.0
2017-06-27,174.0
2017-06-28,115.0
2017-06-29,82.0
2017-06-30,71.0
2017-07-01,21.0
2017-07-02,18.0
2017-07-03,45.0
2017-07-04,35.0
2017-07-05,51.0
2017-07-06,49.0
2017-07-07,53.0
2017-07-08,21.0
2017-07-09,17.0
2017-07-10,37.0
2017-07-11,75.0
2017-07-12,107.0
2017-07-13,94.0
2017-07-14,82.0
2017-07-15,39.0
2017-07-16,39.0
2017-07-17,65.0
2017-07-18,70.0
2017-07-19,114.0
2017-07-20,74.0
2017-07-21,64.0
2017-07-22,33.0
2017-07-23,18.0
2017-07-24,58.0
2017-07-25,67.0
2017-07-26,63.0
2017-07-27,123.0
2017-07-28,71.0
2017-07-29,24.0
2017-07-30,16.0
2017-07-31,50.0
2017-08-01,82.0
2017-08-02,66.0
2017-08-03,55.0
2017-08-04,39.0
2017-08-05,11.0
2017-08-06,14.0
2017-08-07,29.0
2017-08-08,51.0
2017-08-09,37.0
2017-08-10,54.0
2017-08-11,88.0
2017-08-12,38.0
2017-08-13,29.0
2017-08-14,72.0
2017-08-15,84.0
2017-08-16,71.0
2017-08-17,66.0
2017-08-18,58.0
2017-08-19,25.0
2017-08-20,18.0
2017-08-21,50.0
2017-08-22,77.0
2017-08-23,49.0
2017-08-24,66.0
2017-08-25,48.0
2017-08-26,28.0
2017-08-27,25.0
2017-08-28,80.0
2017-08-29,150.0
2017-08-30,82.0
2017-08-31,67.0
2017-09-01,85.0
2017-09-02,17.0
2017-09-03,33.0
2017-09-04,50.0
2017-09-05,41.0
2017-09-06,43.0
2017-09-07,57.0
2017-09-08,73.0
2017-09-09,25.0
2017-09-10,25.0
2017-09-11,64.0
2017-09-12,75.0
2017-09-13,68.0
2017-09-14,74.0
2017-09-15,83.0
2017-09-16,27.0
2017-09-17,23.0
2017-09-18,47.0
2017-09-19,54.0
2017-09-20,51.0
2017-09-21,64.0
2017-09-22,70.0
2017-09-23,28.0
2017-09-24,21.0
2017-09-25,80.0
2017-09-26,184.0
2017-09-27,80.0
2017-09-28,66.0
2017-09-29,56.0
2017-09-30,34.0
2017-10-01,27.0
2017-10-02,33.0
2017-10-03,42.0
2017-10-04,42.0
2017-10-05,52.0
2017-10-06,106.0
2017-10-07,37.0
2017-10-08,29.0
2017-10-09,87.0
2017-10-10,63.0
2017-10-11,90.0
2017-10-12,75.0
2017-10-13,66.0
2017-10-14,32.0
2017-10-15,22.0
2017-10-16,59.0
2017-10-17,70.0
2017-10-18,61.0
2017-10-19,77.0
2017-10-20,60.0
2017-10-21,24.0
2017-10-22,19.0
2017-10-23,66.0
2017-10-24,60.0
2017-10-25,80.0
2017-10-26,58.0
2017-10-27,47.0
2017-10-28,22.0
2017-10-29,17.0
2017-10-30,80.0
2017-10-31,167.0
2017-11-01,84.0
2017-11-02,107.0
2017-11-03,62.0
2017-11-04,21.0
2017-11-05,34.0
2017-11-06,44.0
2017-11-07,40.0
2017-11-08,58.0
2017-11-09,145.0
2017-11-10,85.0
2017-11-11,34.0
2017-11-12,34.0
2017-11-13,91.0
2017-11-14,90.0
2017-11-15,92.0
2017-11-16,102.0
2017-11-17,89.0
2017-11-18,37.0
2017-11-19,31.0
2017-11-20,85.0
2017-11-21,80.0
2017-11-22,73.0
2017-11-23,71.0
2017-11-24,40.0
2017-11-25,24.0
2017-11-26,17.0
2017-11-27,53.0
2017-11-28,66.0
2017-11-29,47.0
2017-11-30,43.0
2017-12-01,49.0
2017-12-02,29.0
2017-12-03,36.0
2017-12-04,76.0
2017-12-05,138.0
2017-12-06,89.0
2017-12-07,59.0
2017-12-08,44.0
2017-12-09,21.0
2017-12-10,25.0
2017-12-11,51.0
2017-12-12,70.0
2017-12-13,41.0
2017-12-14,48.0
2017-12-15,83.0
2017-12-16,41.0
2017-12-17,26.0
2017-12-18,60.0
2017-12-19,71.0
2017-12-20,58.0
2017-12-21,69.0
2017-12-22,52.0
2017-12-23,23.0
2017-12-24,21.0
2017-12-25,24.0
2017-12-26,32.0
2017-12-27,25.0
2017-12-28,46.0
2017-12-29,30.0
2017-12-30,15.0
2017-12-31,24.0
2018-01-01,13.0
2018-01-02,48.0
2018-01-03,50.0
2018-01-04,45.0
2018-01-05,41.0
2018-01-06,20.0
2018-01-07,21.0
2018-01-08,54.0
2018-01-09,48.0
2018-01-10,57.0
2018-01-11,46.0
2018-01-12,54.0
2018-01-13,23.0
2018-01-14,12.0
2018-01-15,41.0
2018-01-16,63.0
2018-01-17,59.0
2018-01-18,50.0
2018-01-19,49.0
2018-01-20,26.0
2018-01-21,19.0
2018-01-22,46.0
2018-01-23,56.0
2018-01-24,60.0
2018-01-25,43.0
2018-01-26,49.0
2018-01-27,32.0
2018-01-28,23.0
2018-01-29,89.0
2018-01-30,190.0
2018-01-31,105.0
2018-02-01,80.0
2018-02-02,71.0
2018-02-03,43.0
2018-02-04,19.0
2018-02-05,60.0
2018-02-06,55.0
2018-02-07,76.0
2018-02-08,103.0
2018-02-09,76.0
2018-02-10,28.0
2018-02-11,36.0
2018-02-12,85.0
2018-02-13,64.0
2018-02-14,63.0
2018-02-15,76.0
2018-02-16,59.0
2018-02-17,37.0
2018-02-18,39.0
2018-02-19,33.0
2018-02-20,62.0
2018-02-21,74.0
2018-02-22,61.0
2018-02-23,46.0
2018-02-24,28.0
2018-02-25,21.0
2018-02-26,73.0
2018-02-27,204.0
2018-02-28,86.0
2018-03-01,80.0
2018-03-02,65.0
2018-03-03,20.0
2018-03-04,29.0
2018-03-05,61.0
2018-03-06,51.0
2018-03-07,69.0
2018-03-08,96.0
2018-03-09,81.0
2018-03-10,42.0
2018-03-11,36.0
2018-03-12,84.0
2018-03-13,83.0
2018-03-14,88.0
2018-03-15,109.0
2018-03-16,70.0
2018-03-17,28.0
2018-03-18,23.0
2018-03-19,73.0
2018-03-20,67.0
2018-03-21,59.0
2018-03-22,72.0
2018-03-23,66.0
2018-03-24,17.0
2018-03-25,29.0
2018-03-26,85.0
2018-03-27,176.0
2018-03-28,97.0
2018-03-29,71.0
2018-03-30,37.0
2018-03-31,26.0
2018-04-01,15.0
2018-04-02,46.0
2018-04-03,42.0
2018-04-04,42.0
2018-04-05,48.0
2018-04-06,83.0
2018-04-07,38.0
2018-04-08,34.0
2018-04-09,63.0
2018-04-10,75.0
2018-04-11,69.0
2018-04-12,61.0
2018-04-13,53.0
2018-04-14,23.0
2018-04-15,25.0
2018-04-16,70.0
2018-04-17,56.0
2018-04-18,65.0
2018-04-19,61.0
2018-04-20,57.0
2018-04-21,17.0
2018-04-22,27.0
2018-04-23,78.0
2018-04-24,141.0
2018-04-25,86.0
2018-04-26,50.0
2018-04-27,54.0
2018-04-28,35.0
2018-04-29,16.0
2018-04-30,41.0
2018-05-01,35.0
2018-05-02,45.0
2018-05-03,55.0
2018-05-04,75.0
2018-05-05,28.0
2018-05-06,29.0
2018-05-07,81.0
2018-05-08,67.0
2018-05-09,69.0
2018-05-10,62.0
2018-05-11,61.0
2018-05-12,25.0
2018-05-13,22.0
2018-05-14,52.0
2018-05-15,54.0
2018-05-16,52.0
2018-05-17,45.0
2018-05-18,56.0
2018-05-19,27.0
2018-05-20,24.0
2018-05-21,47.0
2018-05-22,46.0
2018-05-23,53.0
2018-05-24,44.0
2018-05-25,63.0
2018-05-26,18.0
2018-05-27,11.0
2018-05-28,50.0
2018-05-29,118.0
2018-05-30,82.0
2018-05-31,55.0
2018-06-01,56.0
2018-06-02,37.0
2018-06-03,28.0
2018-06-04,46.0
2018-06-05,70.0
2018-06-06,66.0
2018-06-07,114.0
2018-06-08,82.0
2018-06-09,27.0
2018-06-10,25.0
2018-06-11,73.0
2018-06-12,80.0
2018-06-13,61.0
2018-06-14,123.0
2018-06-15,117.0
2018-06-16,26.0
2018-06-17,24.0
2018-06-18,84.0
2018-06-19,116.0
2018-06-20,140.0
2018-06-21,111.0
2018-06-22,57.0
2018-06-23,23.0
2018-06-24,29.0
2018-06-25,58.0
2018-06-26,203.0
2018-06-27,100.0
2018-06-28,77.0
2018-06-29,72.0
2018-06-30,20.0
2018-07-01,19.0
2018-07-02,45.0
2018-07-03,32.0
2018-07-04,40.0
2018-07-05,52.0
2018-07-06,119.0
2018-07-07,33.0
2018-07-08,23.0
2018-07-09,73.0
2018-07-10,67.0
2018-07-11,105.0
2018-07-12,89.0
2018-07-13,59.0
2018-07-14,27.0
2018-07-15,32.0
2018-07-16,58.0
2018-07-17,72.0
2018-07-18,84.0
2018-07-19,61.0
2018-07-20,73.0
2018-07-21,28.0
2018-07-22,15.0
2018-07-23,56.0
2018-07-24,51.0
2018-07-25,102.0
2018-07-26,84.0
2018-07-27,66.0
2018-07-28,29.0
2018-07-29,22.0
2018-07-30,48.0
2018-07-31,115.0
2018-08-01,65.0
2018-08-02,91.0
2018-08-03,72.0
2018-08-04,20.0
2018-08-05,14.0
2018-08-06,70.0
2018-08-07,37.0
2018-08-08,51.0
2018-08-09,58.0
2018-08-10,50.0
2018-08-11,23.0
2018-08-12,24.0
2018-08-13,34.0
2018-08-14,118.0
2018-08-15,81.0
2018-08-16,87.0
2018-08-17,97.0
2018-08-18,24.0
2018-08-19,19.0
2018-08-20,73.0
2018-08-21,68.0
2018-08-22,84.0
2018-08-23,49.0
2018-08-24,50.0
