date,IssueComment,openIssue,openPR,ReviewComment,mergePR
2023-03-08,0.0,1.0,0.0,0.0,0.0
2023-03-09,0.0,0.9047619047619048,0.0,0.0,0.0
2023-03-10,0.0,0.8185941043083901,0.0,0.0,0.0
2023-03-11,0.0,0.7406327610409243,0.0,0.0,0.0
2023-03-12,0.0,0.6700963076084554,0.0,0.0,0.0
2023-03-13,0.0,0.6062776116457453,0.0,0.0,0.0
2023-03-14,0.0,0.5485368867271029,0.0,0.0,0.0
2023-03-15,0.0,0.4962952784673788,0.0,0.0,0.0
2023-03-16,0.0,0.4490290614704856,0.0,0.0,0.0
2023-03-17,0.0,0.40626438894948697,0.0,0.0,0.0
2023-03-18,0.0,0.3675725423828692,0.0,0.0,0.0
2023-03-19,0.0,0.3325656335845007,0.0,0.0,0.0
2023-03-20,0.0,0.3008927161002625,0.0,0.0,0.0
2023-03-21,0.09523809523809523,0.2722362669478566,0.0,0.0,0.0
2023-03-22,0.08616780045351473,0.2463090034290131,0.0,0.0,0.0
2023-03-23,0.0779613432674657,0.22285100310244044,0.0,0.0,0.0
2023-03-24,0.07053645343246898,0.20162709804506515,0.0,0.0,0.0
2023-03-25,0.06381869596271003,0.18242451727886846,0.0,0.0,0.0
2023-03-26,0.05774072491864241,0.16505075372850003,0.0,0.0,0.0
2023-03-27,0.052241608259724084,0.14933163432578575,0.0,0.0,0.0
2023-03-28,0.04726621699689322,0.13510957391380615,0.0,0.0,0.0
2023-03-29,0.04276467252099863,0.12224199544582462,0.0,0.0,0.0
2023-03-30,0.03869184656661781,0.11059990064146037,0.0,0.0,0.0
2023-03-31,0.03500690879836849,0.1000665767708451,0.0,0.0,0.0
2023-04-01,0.03167291748423816,0.09053642660219319,0.0,0.0,0.0
2023-04-02,0.028656449152405953,0.0819139097829367,0.0,0.0,0.0
2023-04-03,0.02592726351884348,0.07411258504170463,0.0,0.0,0.0
2023-04-04,0.023458000326572675,0.06705424360916133,0.0,0.0,0.0
2023-04-05,0.021223905057375276,0.060668125170193585,0.0,0.0,0.0
2023-04-06,0.01920258076619668,0.05489020848731801,0.0,0.0,0.0
2023-04-07,0.017373763550368425,0.049662569583763916,0.0,0.0,0.0
2023-04-08,0.01571911940271429,0.044932801051976876,0.0,0.0,0.0
2023-04-09,0.014222060411979594,0.040653486666074316,0.0,0.0,0.0
2023-04-10,0.012867578467981538,0.0367817260312101,0.0,0.0,0.0
2023-04-11,0.01164209480436425,0.033278704504428186,0.0,0.0,0.0
2023-04-12,0.010533323870615273,0.030109304075435026,0.0,0.0,0.0
2023-04-13,0.009530150168651915,0.027241751306345978,0.0,0.0,0.0
2023-04-14,0.008622516819256494,0.024647298800979694,0.0,0.0,0.0
2023-04-15,0.007801324741232066,0.0222999370104102,0.0,0.0,0.0
2023-04-16,0.007058341432543298,0.02017613348560923,0.0,0.0,0.0
2023-04-17,0.006386118438967746,0.018254596963170253,0.0,0.0,0.0
2023-04-18,0.00577791668287558,0.016516063919058802,0.0,0.0,0.0
