date,ReviewComment
2015-01-02,0.0
2015-01-03,6.0
2015-01-04,8.0
2015-01-05,29.0
2015-01-06,119.0
2015-01-07,99.0
2015-01-08,72.0
2015-01-09,75.0
2015-01-10,32.0
2015-01-11,0.0
2015-01-12,84.0
2015-01-13,109.0
2015-01-14,88.0
2015-01-15,63.0
2015-01-16,41.0
2015-01-17,3.0
2015-01-18,22.0
2015-01-19,8.0
2015-01-20,54.0
2015-01-21,64.0
2015-01-22,57.0
2015-01-23,76.0
2015-01-24,22.0
2015-01-25,1.0
2015-01-26,60.0
2015-01-27,99.0
2015-01-28,73.0
2015-01-29,40.0
2015-01-30,104.0
2015-01-31,16.0
2015-02-01,0.0
2015-02-02,34.0
2015-02-03,54.0
2015-02-04,53.0
2015-02-05,109.0
2015-02-06,71.0
2015-02-07,48.0
2015-02-08,24.0
2015-02-09,43.0
2015-02-10,56.0
2015-02-11,35.0
2015-02-12,76.0
2015-02-13,108.0
2015-02-14,55.0
2015-02-15,4.0
2015-02-16,17.0
2015-02-17,114.0
2015-02-18,113.0
2015-02-19,106.0
2015-02-20,169.0
2015-02-21,27.0
2015-02-22,7.0
2015-02-23,138.0
2015-02-24,65.0
2015-02-25,47.0
2015-02-26,136.0
2015-02-27,56.0
2015-02-28,10.0
2015-03-01,2.0
2015-03-02,79.0
2015-03-03,126.0
2015-03-04,101.0
2015-03-05,178.0
2015-03-06,292.0
2015-03-07,34.0
2015-03-08,18.0
2015-03-09,59.0
2015-03-10,156.0
2015-03-11,95.0
2015-03-12,92.0
2015-03-13,138.0
2015-03-14,34.0
2015-03-15,30.0
2015-03-16,128.0
2015-03-17,143.0
2015-03-18,149.0
2015-03-19,157.0
2015-03-20,140.0
2015-03-21,22.0
2015-03-22,19.0
2015-03-23,183.0
2015-03-24,126.0
2015-03-25,153.0
2015-03-26,203.0
2015-03-27,131.0
2015-03-28,28.0
2015-03-29,15.0
2015-03-30,121.0
2015-03-31,172.0
2015-04-01,220.0
2015-04-02,229.0
2015-04-03,159.0
2015-04-04,61.0
2015-04-05,20.0
2015-04-06,92.0
2015-04-07,90.0
2015-04-08,116.0
2015-04-09,155.0
2015-04-10,121.0
2015-04-11,32.0
2015-04-12,5.0
2015-04-13,124.0
2015-04-14,167.0
2015-04-15,84.0
2015-04-16,149.0
2015-04-17,185.0
2015-04-18,37.0
2015-04-19,13.0
2015-04-20,131.0
2015-04-21,184.0
2015-04-22,163.0
2015-04-23,169.0
2015-04-24,192.0
2015-04-25,64.0
2015-04-26,15.0
2015-04-27,129.0
2015-04-28,201.0
2015-04-29,134.0
2015-04-30,152.0
2015-05-01,46.0
2015-05-02,20.0
2015-05-03,4.0
2015-05-04,112.0
2015-05-05,94.0
2015-05-06,151.0
2015-05-07,208.0
2015-05-08,156.0
2015-05-09,23.0
2015-05-10,7.0
2015-05-11,134.0
2015-05-12,133.0
2015-05-13,105.0
2015-05-14,219.0
2015-05-15,284.0
2015-05-16,61.0
2015-05-17,6.0
2015-05-18,141.0
2015-05-19,197.0
2015-05-20,133.0
2015-05-21,164.0
2015-05-22,135.0
2015-05-23,31.0
2015-05-24,4.0
2015-05-25,26.0
2015-05-26,132.0
2015-05-27,139.0
2015-05-28,123.0
2015-05-29,91.0
2015-05-30,29.0
2015-05-31,7.0
2015-06-01,145.0
2015-06-02,129.0
2015-06-03,234.0
2015-06-04,78.0
2015-06-05,137.0
2015-06-06,15.0
2015-06-07,22.0
2015-06-08,75.0
2015-06-09,85.0
2015-06-10,132.0
2015-06-11,115.0
2015-06-12,93.0
2015-06-13,9.0
2015-06-14,8.0
2015-06-15,62.0
2015-06-16,88.0
2015-06-17,80.0
2015-06-18,147.0
2015-06-19,151.0
2015-06-20,44.0
2015-06-21,10.0
2015-06-22,81.0
2015-06-23,115.0
2015-06-24,177.0
2015-06-25,144.0
2015-06-26,147.0
2015-06-27,28.0
2015-06-28,15.0
2015-06-29,122.0
2015-06-30,184.0
2015-07-01,192.0
2015-07-02,73.0
2015-07-03,59.0
2015-07-04,30.0
2015-07-05,20.0
2015-07-06,173.0
2015-07-07,170.0
2015-07-08,179.0
2015-07-09,222.0
2015-07-10,133.0
2015-07-11,12.0
2015-07-12,7.0
2015-07-13,102.0
2015-07-14,96.0
2015-07-15,153.0
2015-07-16,159.0
2015-07-17,198.0
2015-07-18,42.0
2015-07-19,27.0
2015-07-20,193.0
2015-07-21,81.0
2015-07-22,80.0
2015-07-23,185.0
2015-07-24,133.0
2015-07-25,39.0
2015-07-26,5.0
2015-07-27,191.0
2015-07-28,148.0
2015-07-29,194.0
2015-07-30,198.0
2015-07-31,207.0
2015-08-01,49.0
2015-08-02,41.0
2015-08-03,120.0
2015-08-04,172.0
2015-08-05,151.0
2015-08-06,222.0
2015-08-07,219.0
2015-08-08,29.0
2015-08-09,13.0
2015-08-10,207.0
2015-08-11,255.0
2015-08-12,209.0
2015-08-13,181.0
2015-08-14,160.0
2015-08-15,20.0
2015-08-16,25.0
2015-08-17,179.0
2015-08-18,199.0
2015-08-19,215.0
2015-08-20,247.0
2015-08-21,292.0
2015-08-22,19.0
2015-08-23,8.0
2015-08-24,174.0
2015-08-25,168.0
2015-08-26,189.0
2015-08-27,166.0
2015-08-28,322.0
2015-08-29,35.0
2015-08-30,16.0
2015-08-31,168.0
2015-09-01,230.0
2015-09-02,195.0
2015-09-03,179.0
2015-09-04,172.0
2015-09-05,24.0
2015-09-06,9.0
2015-09-07,60.0
2015-09-08,190.0
2015-09-09,192.0
2015-09-10,195.0
2015-09-11,169.0
2015-09-12,23.0
2015-09-13,31.0
2015-09-14,245.0
2015-09-15,214.0
2015-09-16,304.0
2015-09-17,276.0
2015-09-18,279.0
2015-09-19,79.0
2015-09-20,3.0
2015-09-21,221.0
2015-09-22,269.0
2015-09-23,235.0
2015-09-24,253.0
2015-09-25,212.0
2015-09-26,36.0
2015-09-27,13.0
2015-09-28,162.0
2015-09-29,210.0
2015-09-30,203.0
2015-10-01,161.0
2015-10-02,181.0
2015-10-03,30.0
2015-10-04,1.0
2015-10-05,129.0
2015-10-06,148.0
2015-10-07,274.0
2015-10-08,258.0
2015-10-09,260.0
2015-10-10,32.0
2015-10-11,8.0
2015-10-12,175.0
2015-10-13,256.0
2015-10-14,161.0
2015-10-15,220.0
2015-10-16,273.0
2015-10-17,37.0
2015-10-18,57.0
2015-10-19,234.0
2015-10-20,211.0
2015-10-21,268.0
2015-10-22,308.0
2015-10-23,220.0
2015-10-24,41.0
2015-10-25,21.0
2015-10-26,136.0
2015-10-27,171.0
2015-10-28,116.0
2015-10-29,190.0
2015-10-30,159.0
2015-10-31,24.0
2015-11-01,3.0
2015-11-02,199.0
2015-11-03,242.0
2015-11-04,211.0
2015-11-05,179.0
2015-11-06,158.0
2015-11-07,50.0
2015-11-08,23.0
2015-11-09,116.0
2015-11-10,128.0
2015-11-11,151.0
2015-11-12,181.0
2015-11-13,337.0
2015-11-14,75.0
2015-11-15,51.0
2015-11-16,289.0
2015-11-17,341.0
2015-11-18,277.0
2015-11-19,331.0
2015-11-20,262.0
2015-11-21,86.0
2015-11-22,39.0
2015-11-23,195.0
2015-11-24,210.0
2015-11-25,142.0
2015-11-26,111.0
2015-11-27,59.0
2015-11-28,36.0
2015-11-29,5.0
2015-11-30,233.0
2015-12-01,190.0
2015-12-02,205.0
2015-12-03,273.0
2015-12-04,253.0
2015-12-05,59.0
2015-12-06,20.0
2015-12-07,163.0
2015-12-08,272.0
2015-12-09,263.0
2015-12-10,394.0
2015-12-11,256.0
2015-12-12,43.0
2015-12-13,26.0
2015-12-14,183.0
2015-12-15,147.0
2015-12-16,190.0
2015-12-17,93.0
2015-12-18,145.0
2015-12-19,50.0
2015-12-20,5.0
2015-12-21,104.0
2015-12-22,85.0
2015-12-23,16.0
2015-12-24,0.0
2015-12-25,3.0
2015-12-26,4.0
2015-12-27,0.0
2015-12-28,51.0
2015-12-29,101.0
2015-12-30,75.0
2015-12-31,8.0
2016-01-01,3.0
2016-01-02,7.0
2016-01-03,20.0
2016-01-04,100.0
2016-01-05,162.0
2016-01-06,121.0
2016-01-07,215.0
2016-01-08,202.0
2016-01-09,63.0
2016-01-10,29.0
2016-01-11,90.0
2016-01-12,206.0
2016-01-13,252.0
2016-01-14,124.0
2016-01-15,111.0
2016-01-16,38.0
2016-01-17,31.0
2016-01-18,91.0
2016-01-19,179.0
2016-01-20,182.0
2016-01-21,119.0
2016-01-22,186.0
2016-01-23,39.0
2016-01-24,10.0
2016-01-25,171.0
2016-01-26,168.0
2016-01-27,246.0
2016-01-28,156.0
2016-01-29,175.0
2016-01-30,60.0
2016-01-31,28.0
2016-02-01,126.0
2016-02-02,220.0
2016-02-03,249.0
2016-02-04,261.0
2016-02-05,178.0
2016-02-06,85.0
2016-02-07,22.0
2016-02-08,183.0
2016-02-09,295.0
2016-02-10,227.0
2016-02-11,169.0
2016-02-12,194.0
2016-02-13,81.0
2016-02-14,10.0
2016-02-15,55.0
2016-02-16,139.0
2016-02-17,174.0
2016-02-18,246.0
2016-02-19,161.0
2016-02-20,28.0
2016-02-21,15.0
2016-02-22,167.0
2016-02-23,190.0
2016-02-24,199.0
2016-02-25,196.0
2016-02-26,179.0
2016-02-27,49.0
2016-02-28,15.0
2016-02-29,105.0
2016-03-01,191.0
2016-03-02,186.0
2016-03-03,233.0
2016-03-04,239.0
2016-03-05,23.0
2016-03-06,11.0
2016-03-07,134.0
2016-03-08,50.0
2016-03-09,200.0
2016-03-10,137.0
2016-03-11,107.0
2016-03-12,33.0
2016-03-13,9.0
2016-03-14,158.0
2016-03-15,103.0
2016-03-16,118.0
2016-03-17,127.0
2016-03-18,118.0
2016-03-19,16.0
2016-03-20,13.0
2016-03-21,107.0
2016-03-22,200.0
2016-03-23,103.0
2016-03-24,145.0
2016-03-25,140.0
2016-03-26,28.0
2016-03-27,12.0
2016-03-28,112.0
2016-03-29,87.0
2016-03-30,82.0
2016-03-31,183.0
2016-04-01,86.0
2016-04-02,47.0
2016-04-03,27.0
2016-04-04,142.0
2016-04-05,160.0
2016-04-06,155.0
2016-04-07,88.0
2016-04-08,185.0
2016-04-09,53.0
2016-04-10,28.0
2016-04-11,228.0
2016-04-12,312.0
2016-04-13,140.0
2016-04-14,193.0
2016-04-15,202.0
2016-04-16,45.0
2016-04-17,62.0
2016-04-18,152.0
2016-04-19,195.0
2016-04-20,191.0
2016-04-21,154.0
2016-04-22,167.0
2016-04-23,27.0
2016-04-24,44.0
2016-04-25,178.0
2016-04-26,188.0
2016-04-27,176.0
2016-04-28,270.0
2016-04-29,205.0
2016-04-30,34.0
2016-05-01,15.0
2016-05-02,179.0
2016-05-03,189.0
2016-05-04,226.0
2016-05-05,246.0
2016-05-06,258.0
2016-05-07,31.0
2016-05-08,15.0
2016-05-09,283.0
2016-05-10,311.0
2016-05-11,260.0
2016-05-12,304.0
2016-05-13,382.0
2016-05-14,103.0
2016-05-15,52.0
2016-05-16,261.0
2016-05-17,268.0
2016-05-18,265.0
2016-05-19,285.0
2016-05-20,270.0
2016-05-21,136.0
2016-05-22,34.0
2016-05-23,254.0
2016-05-24,275.0
2016-05-25,194.0
2016-05-26,102.0
2016-05-27,100.0
2016-05-28,22.0
2016-05-29,7.0
2016-05-30,19.0
2016-05-31,161.0
2016-06-01,299.0
2016-06-02,179.0
2016-06-03,134.0
2016-06-04,11.0
2016-06-05,24.0
2016-06-06,171.0
2016-06-07,290.0
2016-06-08,221.0
2016-06-09,237.0
2016-06-10,196.0
2016-06-11,61.0
2016-06-12,27.0
2016-06-13,186.0
2016-06-14,157.0
2016-06-15,152.0
2016-06-16,134.0
2016-06-17,89.0
2016-06-18,20.0
2016-06-19,21.0
2016-06-20,100.0
2016-06-21,144.0
2016-06-22,142.0
2016-06-23,161.0
2016-06-24,162.0
2016-06-25,21.0
2016-06-26,18.0
2016-06-27,106.0
2016-06-28,180.0
2016-06-29,149.0
2016-06-30,146.0
2016-07-01,126.0
2016-07-02,48.0
2016-07-03,4.0
2016-07-04,52.0
2016-07-05,64.0
2016-07-06,224.0
2016-07-07,229.0
2016-07-08,217.0
2016-07-09,44.0
2016-07-10,35.0
2016-07-11,193.0
2016-07-12,275.0
2016-07-13,263.0
2016-07-14,200.0
2016-07-15,150.0
2016-07-16,11.0
2016-07-17,5.0
2016-07-18,124.0
2016-07-19,213.0
2016-07-20,257.0
2016-07-21,166.0
2016-07-22,232.0
